site,crit,browser,lt,fp,fcp,e
472,docusign,1,firefox,1429,1356.8,1342,14.358173449
473,docusign,1,firefox,1440,981.4,1328,23.2195155025
474,docusign,1,firefox,1419,1880,1320,19.4345121565
475,docusign,1,firefox,1628,825,1475,24.9883985555
476,docusign,1,firefox,1483,1454.3,1363,16.735224675
477,docusign,1,firefox,3400,740.4,2841,15.8034356805
478,docusign,1,firefox,2420,1228.8,1951,14.8300244375
479,docusign,1,firefox,1378,422.9,1155,17.40896867
480,docusign,1,firefox,1523,1020,1419,15.2842244265
481,github,1,chrome,1697,807,807,48.871048582
482,github,1,chrome,2400,1458.7,1458.7,45.2579822485
483,github,1,chrome,1994,888.8,888.8,35.4680447225
484,github,1,chrome,1686,816.5,816.5,11.897515508
485,github,1,chrome,1904,983.8,983.8,43.5511138825
486,github,1,chrome,1747,846.7,846.7,53.174844934
487,github,1,chrome,1773,916.8,916.8,37.582967553
488,github,1,chrome,1935,1373.9,1373.9,54.9859226735
489,github,1,chrome,2477,1593.3,1593.3,37.806461015
490,github,1,chrome,1702,840.5,840.5,40.3876093935
491,github,1,firefox,1055,683.1,560,27.889705039
492,github,1,firefox,1019,2552.4,519,20.359558583
493,github,1,firefox,1079,581.6,604,28.113930695
494,github,1,firefox,1002,981.4,510,15.3315889965
495,github,1,firefox,3013,1880,464,32.2295811095
496,github,1,firefox,1118,983.8,569,33.2123056985
497,github,1,firefox,1036,2538.1,540,18.124962803
498,github,1,firefox,1270,762.9,518,36.4066616285
499,github,1,firefox,2070,1020,1576,29.2398332305
500,github,1,firefox,2112,498,1631,30.0988096495
501,enable,0,chrome,628,670.1,670.1,4.34910956
502,enable,0,chrome,624,667.5,667.5,4.645854232
503,enable,0,chrome,712,763.6,763.6,4.661987236
504,enable,0,chrome,733,902,902,2.4108423065
505,enable,0,chrome,634,822.2,822.2,7.05627328
506,enable,0,chrome,591,644.8,644.8,5.812736247
507,enable,0,chrome,607,674.7,674.7,1.9613882605
508,enable,0,chrome,722,755.4,755.4,4.1877746755
509,enable,0,chrome,526,656.2,656.2,4.9894876015
510,enable,0,chrome,662,711.2,711.2,5.2552400325
511,enable,0,firefox,539,1394.1,523,10.728048638
512,enable,0,firefox,520,1376.1,422,8.889020509
513,enable,0,firefox,554,943.3,463,6.5738463785
514,enable,0,firefox,723,612.2,637,9.70089455
515,enable,0,firefox,1101,751.4,870,9.8770945565
516,enable,0,firefox,978,1364.3,791,10.533647701
517,enable,0,firefox,1042,1135.1,832,8.7725164125
518,enable,0,firefox,520,1454.3,515,7.982120072
519,enable,0,firefox,642,1156.3,641,13.8393512685
520,enable,0,firefox,503,1148.7,501,5.0478682785
521,enable,1,chrome,615,674.5,674.5,3.0233954255
522,enable,1,chrome,583,764.8,764.8,2.69027507
523,enable,1,chrome,699,735.3,735.3,4.830416613
524,enable,1,chrome,614,679.5,679.5,4.8111448125
525,enable,1,chrome,594,765.2,765.2,4.3317959945
526,enable,1,chrome,1219,1281.3,1281.3,2.6967280895
527,enable,1,chrome,591,650.3,650.3,6.059097967
528,enable,1,chrome,632,676.7,676.7,2.839076793
529,enable,1,chrome,624,694,694,2.8648377155
530,enable,1,chrome,597,650.8,650.8,4.4961331205
531,enable,1,firefox,530,2268.6,526,6.3213199475
532,enable,1,firefox,538,709.4,524,9.3484108675
533,enable,1,firefox,521,601.5,508,15.3620134635
534,enable,1,firefox,446,379,440,7.1283830155
535,enable,1,firefox,499,1121.8,492,13.1291243
536,enable,1,firefox,567,940.6,490,7.7135377235
537,enable,1,firefox,474,716.4,468,7.701308311
538,enable,1,firefox,494,1003.3,478,10.0104884545
539,enable,1,firefox,456,746.2,454,7.0320043275
540,enable,1,firefox,562,788.1,468,7.6028152075
541,live,1,chrome,454,1202.7,1202.7,6.9927186805
542,live,1,chrome,429,1173.8,1173.8,10.7572252105
543,live,1,chrome,435,1192.3,1192.3,11.3277895215
544,live,1,chrome,473,1233.5,1233.5,11.877058147
545,live,1,chrome,444,1221.5,1221.5,6.377240778
546,live,1,chrome,442,1213.1,1213.1,6.371835646
547,live,1,chrome,480,1240.4,1240.4,7.606243164
548,live,1,chrome,477,1261.9,1261.9,6.950028108
549,live,1,chrome,413,1156.3,1156.3,4.7016097775
550,live,1,chrome,451,1220.6,1220.6,8.365994114
551,live,1,firefox,380,629.6,362,13.9755925015
552,live,1,firefox,399,1056.4,393,18.6234832605
553,live,1,firefox,405,1033.9,403,13.9717114975
554,live,1,firefox,445,803,432,21.1145623835
555,live,1,firefox,429,765.2,413,15.946642715
556,live,1,firefox,404,644.8,388,11.797587959
557,live,1,firefox,885,1191,873,15.295451117
558,live,1,firefox,748,1495,624,16.594563426
559,live,1,firefox,406,2607.1,396,15.3929345325
560,live,1,firefox,401,1108.1,384,11.400674668
561,cambridge,1,chrome,1766,1423.4,1423.4,9.215098687
562,cambridge,1,chrome,1920,1282.4,1282.4,4.000054015
563,cambridge,1,chrome,1817,1329.8,1329.8,11.2680320945
564,cambridge,1,chrome,1887,1117.1,1117.1,12.294164555
565,cambridge,1,chrome,1698,1202.4,1202.4,12.728622382
566,cambridge,1,chrome,1969,1485.3,1485.3,6.3154147925
567,cambridge,1,chrome,1820,1295,1295,7.518312506
568,cambridge,1,chrome,1816,1323.2,1323.2,11.380011819
569,cambridge,1,chrome,1942,1363.9,1363.9,7.551719219
570,cambridge,1,chrome,1778,1139.5,1139.5,9.0760721455
571,cambridge,1,firefox,1942,629.6,808,13.927836702
572,cambridge,1,firefox,2021,978.9,748,16.177536291
573,cambridge,1,firefox,2193,442.3,810,21.3999383035
574,cambridge,1,firefox,1907,564.3,754,19.019934391
575,cambridge,1,firefox,1874,692.4,749,21.856713112
576,cambridge,1,firefox,2047,1276.5,809,21.0699365925
577,cambridge,1,firefox,3099,1290.1,1511,22.044843176
578,cambridge,1,firefox,2008,636.8,794,12.0466042095
579,cambridge,1,firefox,2090,959.4,792,16.8055096475
580,cambridge,1,firefox,2072,1384.7,816,14.4019194355
581,mailchi,0,chrome,3272,1845.1,1845.1,15.3249304285
582,mailchi,0,chrome,3408,1861.4,1861.4,16.0543295535
583,mailchi,0,chrome,3235,1836.1,1836.1,14.357372668
584,mailchi,0,chrome,3207,1822,1822,23.894938184
585,mailchi,0,chrome,3360,1731,1731,13.501541017
586,mailchi,0,chrome,3254,1823.5,1823.5,10.5975006715
587,mailchi,0,chrome,6143,2884.2,2884.2,13.1333116775
588,mailchi,0,chrome,5277,2909.1,2909.1,14.624011243
589,mailchi,0,chrome,3493,1771.7,1771.7,12.985101023
590,mailchi,0,chrome,3526,1804.3,1804.3,11.5130683025
591,mailchi,0,firefox,3269,1845.1,2615,25.1220274005
592,mailchi,0,firefox,3287,902,2638,19.766722432
593,mailchi,0,firefox,3118,581.9,2471,24.5067258945
594,mailchi,0,firefox,3782,940.9,3084,18.4123481465
595,mailchi,0,firefox,4157,1665.6,3522,17.641878756
596,mailchi,0,firefox,4761,576.8,4135,27.6338059935
597,mailchi,0,firefox,4236,1374.5,3515,18.143217227
598,mailchi,0,firefox,4120,975.6,3482,21.9492054695
599,mailchi,0,firefox,3190,733.3,2549,7.9758611355
600,mailchi,0,firefox,3180,1764.9,2518,18.913659556
601,npr,0,chrome,2277,1066,2254,18.9961368055
602,npr,0,chrome,2355,1084.7,2336.3,19.116018082
603,npr,0,chrome,2270,1115.7,2253.1,24.6287224075
604,npr,0,chrome,2288,1069.8,2276.6,16.738922969
605,npr,0,chrome,2284,1039.3,2260.9,26.4381965565
606,npr,0,chrome,2321,1002.9,2292.4,19.8388254355
607,npr,0,chrome,3612,1386.9,3201.9,19.7753958765
608,npr,0,chrome,2275,1005.4,2245.5,21.8790490345
609,npr,0,chrome,2258,1060.9,2239.6,33.3782157255
610,npr,0,chrome,2288,987.6,2282.8,16.06297348
611,npr,0,firefox,3015,1423.4,2756,38.0145245775
612,npr,0,firefox,3060,1665.6,2805,56.5937657415
613,npr,0,firefox,3012,901,2769,31.1782508575
614,npr,0,firefox,2991,1181.3,2731,25.511009596
615,npr,0,firefox,3782,2063.6,3495,38.806531303
616,npr,0,firefox,3716,905.3,3465,29.142261967
617,npr,0,firefox,3083,1490.3,2826,33.809408255
618,npr,0,firefox,3039,2551.2,2765,24.66845835
619,npr,0,firefox,3023,1229.3,2752,29.123132009
620,npr,0,firefox,3794,1915.8,3199,30.2344626475
621,ilovepdf,1,chrome,426,683.1,683.1,6.7506357735
622,ilovepdf,1,chrome,610,794.3,794.3,9.660684286
623,ilovepdf,1,chrome,627,856.7,856.7,5.8895440425
624,ilovepdf,1,chrome,526,718.1,718.1,3.986089347
625,ilovepdf,1,chrome,516,711.4,711.4,4.990346304
626,ilovepdf,1,chrome,484,674.2,674.2,6.4687914865
627,ilovepdf,1,chrome,1184,1532.8,1532.8,8.886741284
628,ilovepdf,1,chrome,605,790.2,790.2,2.795035536
629,ilovepdf,1,chrome,438,720.2,720.2,4.588609745
630,ilovepdf,1,chrome,527,726.9,726.9,3.960218224
631,ilovepdf,1,firefox,1280,1771.5,296,9.182368271
632,ilovepdf,1,firefox,384,1288.7,306,10.3998986025
633,ilovepdf,1,firefox,381,834.7,374,7.5116111295
634,ilovepdf,1,firefox,376,415.3,296,13.6761078135
635,ilovepdf,1,firefox,395,564.3,331,8.3764101115
636,ilovepdf,1,firefox,440,576.8,340,8.927512996
637,ilovepdf,1,firefox,1299,674.7,310,12.577545944
638,ilovepdf,1,firefox,1379,1144.3,294,17.154418409
639,ilovepdf,1,firefox,409,860.7,315,9.8995447975
640,ilovepdf,1,firefox,416,1108.1,340,10.1932656185
641,arxiv,0,chrome,436,766.9,766.9,4.4340127505
642,arxiv,0,chrome,403,694.6,694.6,4.0039209645
643,arxiv,0,chrome,415,718.8,718.8,3.6160193505
644,arxiv,0,chrome,433,725.5,725.5,4.155001808
645,arxiv,0,chrome,433,803,803,3.4955711365
646,arxiv,0,chrome,667,1207.3,1207.3,0.727920284
647,arxiv,0,chrome,675,1228.8,1228.8,4.9672274485
648,arxiv,0,chrome,653,1196.2,1196.2,2.2255954115
649,arxiv,0,chrome,403,698.8,698.8,7.393220965
650,arxiv,0,chrome,426,762.9,762.9,3.716544202
651,arxiv,0,firefox,391,1070.6,309,4.690680847
652,arxiv,0,firefox,443,629.6,349,12.8463862915
653,arxiv,0,firefox,404,605,311,6.292957435
654,arxiv,0,firefox,377,1102.8,255,4.5927410595
655,arxiv,0,firefox,382,981.4,302,6.4891612995
656,arxiv,0,firefox,380,1229.3,285,9.33954044
657,arxiv,0,firefox,351,726.1,268,2.112123415
658,arxiv,0,firefox,543,1386.1,404,7.879438516
659,arxiv,0,firefox,391,1390.2,307,10.7896918065
660,arxiv,0,firefox,556,825.6,445,6.367616909
661,blogger,1,chrome,790,782.6,782.6,19.842526898
662,blogger,1,chrome,780,826.3,826.3,14.4874845665
663,blogger,1,chrome,1770,1680.5,1680.5,16.743669721
664,blogger,1,chrome,768,824.5,824.5,25.3121638325
665,blogger,1,chrome,726,771.6,771.6,21.171603833
666,blogger,1,chrome,780,738.8,738.8,21.895001361
667,blogger,1,chrome,789,813,813,28.881030286
668,blogger,1,chrome,742,786.1,786.1,23.029436706
669,blogger,1,chrome,659,773.3,773.3,26.3661579245
670,blogger,1,chrome,780,770,770,19.8157669365
671,blogger,1,firefox,673,738.4,422,85.3393102865
672,blogger,1,firefox,746,1464.9,444,65.6710163565
673,blogger,1,firefox,951,1388.2,562,68.0724887375
674,blogger,1,firefox,752,869.2,490,79.897902149
675,blogger,1,firefox,865,1181,433,68.9887374495
676,blogger,1,firefox,692,623.3,391,78.89625704
677,blogger,1,firefox,1421,1261.5,989,74.6148693765
678,blogger,1,firefox,1806,1495,1013,74.271592358
679,blogger,1,firefox,677,650.3,438,69.4212537335
680,blogger,1,firefox,842,1374.5,498,67.8282835775
681,asos,0,chrome,2818,998.2,998.2,18.0535222245
682,asos,0,chrome,3027,1005.6,1005.6,12.3168705625
683,asos,0,chrome,3108,1178.5,1178.5,19.8878402175
684,asos,0,chrome,3170,1150.1,1150.1,12.15710877
685,asos,0,chrome,2900,996.7,996.7,15.319569525
686,asos,0,chrome,3008,995.2,995.2,17.7628612575
687,asos,0,chrome,3045,970.1,970.1,17.1884790935
688,asos,0,chrome,3199,1233.4,1233.4,18.573123893
689,asos,0,chrome,3023,1098.4,1098.4,16.8721495285
690,asos,0,chrome,3077,1055.8,1055.8,16.241880389
691,asos,0,firefox,4588,801.9,1262,25.942374656
692,asos,0,firefox,3473,1337.9,1311,15.3368124715
693,asos,0,firefox,3326,1665.6,1317,36.847250307
694,asos,0,firefox,3207,361.6,1296,22.9789199645
695,asos,0,firefox,3375,550.1,1206,23.792236062
696,asos,0,firefox,4379,995.4,1284,12.633682064
697,asos,0,firefox,5666,905.3,1240,23.7911330085
698,asos,0,firefox,4548,728.5,1306,28.080375438
699,asos,0,firefox,6286,1874.6,2194,33.179337077
700,asos,0,firefox,3177,779.7,1171,20.6433078965
701,yale,0,chrome,1248,1106.4,1106.4,6.478074231
702,yale,0,chrome,1478,1306.1,1306.1,5.8169142725
703,yale,0,chrome,1268,1122.5,1122.5,9.9889611225
704,yale,0,chrome,1284,1156.9,1156.9,4.8010390995
705,yale,0,chrome,1467,1291.4,1291.4,9.5947108565
706,yale,0,chrome,2358,1795.3,1795.3,5.08722147
707,yale,0,chrome,1420,1220.5,1220.5,2.0907002705
708,yale,0,chrome,1431,1297.4,1297.4,4.2673837265
709,yale,0,chrome,1472,1310.3,1310.3,4.897023563
710,yale,0,chrome,1307,1148.7,1148.7,8.1019908525
711,yale,0,firefox,1248,516,862,7.229953168
712,yale,0,firefox,2216,898.4,1829,9.861619461
713,yale,0,firefox,1266,1215.6,969,11.381117847
714,yale,0,firefox,1195,1284.2,857,6.7930507725
715,yale,0,firefox,1224,1665.6,1211,12.8943330535
716,yale,0,firefox,1378,1598.1,1044,7.3488894255
717,yale,0,firefox,2236,2050,1951,16.45821093
718,yale,0,firefox,2368,803,1982,7.0250052105
719,yale,0,firefox,1308,618.8,922,11.742785899
720,yale,0,firefox,1235,1148.7,864,9.2584143635
721,moz,1,chrome,1521,1487.1,1487.1,7.598926337
722,moz,1,chrome,1634,1612.8,1612.8,8.851585637
723,moz,1,chrome,1593,1557.2,1557.2,15.9212187655
724,moz,1,chrome,1459,1425.6,1425.6,12.920459602
725,moz,1,chrome,1548,1501.7,1501.7,9.980684717
726,moz,1,chrome,1530,1491.6,1491.6,24.6413764045
727,moz,1,chrome,1589,1542.2,1542.2,12.3351260505
728,moz,1,chrome,1553,1506.4,1506.4,17.1520976775
729,moz,1,chrome,3216,2161.4,2161.4,13.380143593
730,moz,1,chrome,1637,1479.6,1479.6,9.4925167685
731,moz,1,firefox,4317,869.3,3165,13.303832495
732,moz,1,firefox,2978,1282.4,2008,16.8781915575
733,moz,1,firefox,3950,897.2,3009,11.8731494145
734,moz,1,firefox,2982,1028.2,2005,16.280893261
735,moz,1,firefox,3959,1185.7,3068,19.0851365085
736,moz,1,firefox,2940,1057.8,1905,15.114510535
737,moz,1,firefox,4915,1783.9,3631,14.130942149
738,moz,1,firefox,4805,1261.5,3523,13.384201204
739,moz,1,firefox,2858,786.1,2016,14.284268013
740,moz,1,firefox,4073,2607.1,3111,20.4667914885
741,ietf,1,chrome,693,663,663,3.3906820845
742,ietf,1,chrome,568,623.1,623.1,1.4977765335
743,ietf,1,chrome,621,677.7,677.7,2.588904361
744,ietf,1,chrome,653,702.8,702.8,2.729695162
745,ietf,1,chrome,620,690.9,690.9,4.170716396
746,ietf,1,chrome,751,824,824,6.20314295
747,ietf,1,chrome,886,1124.2,1124.2,2.34828695
748,ietf,1,chrome,612,659.2,659.2,6.238736
749,ietf,1,chrome,589,640.8,640.8,4.9280656155
750,ietf,1,chrome,608,699.2,699.2,5.441632839
751,ietf,1,firefox,480,1423.4,349,7.024064839
752,ietf,1,firefox,510,1033.2,362,9.3178301675
753,ietf,1,firefox,548,1258.5,397,8.2895578995
754,ietf,1,firefox,477,388.6,349,9.0878874315
755,ietf,1,firefox,419,1665.6,294,10.3949862645
756,ietf,1,firefox,439,1319.6,282,13.787552503
757,ietf,1,firefox,538,1302.8,317,5.608282526
758,ietf,1,firefox,865,1364.3,572,12.56642666
759,ietf,1,firefox,508,2487.1,298,7.293614572
760,ietf,1,firefox,487,1338.4,318,6.8443435765
761,drupal,1,chrome,2527,659,659,12.9190059875
762,drupal,1,chrome,2462,738.4,738.4,13.3571631445
763,drupal,1,chrome,2642,736.8,736.8,41.429029476
764,drupal,1,chrome,2563,692.4,692.4,32.197211016
765,drupal,1,chrome,2524,636.5,636.5,1.368371055
766,drupal,1,chrome,2558,794.8,794.8,33.7038220205
767,drupal,1,chrome,2809,1290.1,1290.1,7.9374377405
768,drupal,1,chrome,3706,1513.7,1513.7,33.0063991095
769,drupal,1,chrome,2547,767,767,32.0830297925
770,drupal,1,chrome,2577,822.1,822.1,36.710796417
771,drupal,1,firefox,1664,698.3,574,15.33743254
772,drupal,1,firefox,2444,683.1,482,49.0815510535
773,drupal,1,firefox,2370,725.5,506,34.843560651
774,drupal,1,firefox,2127,605,520,27.2156211155
775,drupal,1,firefox,2307,2050,512,37.3169931635
776,drupal,1,firefox,2133,564.3,507,29.2155132665
777,drupal,1,firefox,2148,1736.2,507,27.984451723
778,drupal,1,firefox,2366,955,573,39.9634180025
779,drupal,1,firefox,2959,1532.8,997,43.122704417
780,drupal,1,firefox,1620,1215.8,526,27.655577375
781,cambridge,0,chrome,1788,1351,1351,5.8335955345
782,cambridge,0,chrome,1973,1388.2,1388.2,6.6963987175
783,cambridge,0,chrome,1896,1419.1,1419.1,12.8571459605
784,cambridge,0,chrome,1775,1377.6,1377.6,5.487595773
785,cambridge,0,chrome,2891,2459.1,2459.1,12.7493741505
786,cambridge,0,chrome,1897,1386.1,1386.1,10.2945864305
787,cambridge,0,chrome,1842,1306,1306,5.645845974
788,cambridge,0,chrome,1780,1329.6,1329.6,11.801838495
789,cambridge,0,chrome,1807,1385,1385,6.314511359
790,cambridge,0,chrome,2017,1347.1,1347.1,6.308562745
791,cambridge,0,firefox,1905,803.9,830,20.6453747065
792,cambridge,0,firefox,2221,1337.9,910,14.529928801
793,cambridge,0,firefox,1981,940.9,836,11.882494653
794,cambridge,0,firefox,2082,2062.1,840,19.326676367
795,cambridge,0,firefox,2008,863.8,821,10.836098973
796,cambridge,0,firefox,2045,1358.2,849,18.845180605
797,cambridge,0,firefox,1981,869.2,826,10.2481421995
798,cambridge,0,firefox,1951,1302.8,819,16.701951641
799,cambridge,0,firefox,1855,1506.4,802,15.117544333
800,cambridge,0,firefox,2757,1335.4,1410,17.6610986665
801,ft,0,chrome,2406,1393.8,1393.8,9.9200847135
802,ft,0,chrome,2619,1384.3,1384.3,11.666751018
803,ft,0,chrome,2410,1464.9,1464.9,10.2056552665
804,ft,0,chrome,2348,1468,1468,9.9308022285
805,ft,0,chrome,2552,1497.1,1497.1,10.52235607
806,ft,0,chrome,2383,1444,1444,9.4420549915
807,ft,0,chrome,2417,1462.1,1462.1,9.753953832
808,ft,0,chrome,2565,1422.5,1422.5,6.368354816
809,ft,0,chrome,2987,1794.4,1794.4,8.193019162
810,ft,0,chrome,2504,1463.2,1463.2,6.459134834
811,ft,0,firefox,3094,2016.9,2416,10.505172904
812,ft,0,firefox,4077,1292.3,3269,30.0493027985
813,ft,0,firefox,2972,1282.4,2292,17.8523414925
814,ft,0,firefox,4189,1231.9,3548,14.8257148865
815,ft,0,firefox,3065,1011.8,2240,13.6548520755
816,ft,0,firefox,4187,1135.1,3505,21.80394968
817,ft,0,firefox,6098,1915.8,4672,20.024403552
818,ft,0,firefox,6068,1923.7,4892,25.2318602695
819,ft,0,firefox,2846,401.9,2291,12.139248443
820,ft,0,firefox,4088,640.8,3397,23.3821892535
821,blogger,0,chrome,534,801.9,801.9,24.9387157025
822,blogger,0,chrome,575,709.4,709.4,29.5978243145
823,blogger,0,chrome,618,777.1,777.1,25.166681196
824,blogger,0,chrome,636,792.7,792.7,26.3151574205
825,blogger,0,chrome,562,730.5,730.5,2.7726856905
826,blogger,0,chrome,1238,1335.4,1335.4,23.8936648355
827,blogger,0,chrome,567,712.8,712.8,17.0238961835
828,blogger,0,chrome,601,753.8,753.8,22.157833447
829,blogger,0,chrome,657,825.6,825.6,26.353762362
830,blogger,0,chrome,598,737.9,737.9,21.8991164365
831,blogger,0,firefox,654,638.9,526,61.2717203405
832,blogger,0,firefox,736,1180.8,509,75.03779459
833,blogger,0,firefox,847,870.8,692,64.766344309
834,blogger,0,firefox,703,970.1,468,61.0163624365
835,blogger,0,firefox,734,679.5,555,68.6474114455
836,blogger,0,firefox,774,1731,665,72.7580891375
837,blogger,0,firefox,634,3448.2,491,62.845792981
838,blogger,0,firefox,607,1041.9,324,83.8293681695
839,blogger,0,firefox,912,826.1,436,61.761296261
840,blogger,0,firefox,1467,846.6,1156,80.78753874
841,fda,1,chrome,775,644.3,644.3,7.618613598
842,fda,1,chrome,953,748.3,748.3,3.3881772895
843,fda,1,chrome,771,723.8,723.8,3.331507758
844,fda,1,chrome,822,737.4,737.4,9.050285909
845,fda,1,chrome,940,661.4,661.4,6.4528609665
846,fda,1,chrome,841,716.4,716.4,4.390382197
847,fda,1,chrome,1496,1359.7,1359.7,4.111571846
848,fda,1,chrome,1500,1213.9,1213.9,8.504171222
849,fda,1,chrome,731,700.5,700.5,6.9710536545
850,fda,1,chrome,841,743.2,743.2,3.858504602
851,fda,1,firefox,761,1258.5,476,7.42346844
852,fda,1,firefox,755,652.8,469,6.6215162695
853,fda,1,firefox,842,1295,516,6.605272211
854,fda,1,firefox,1782,787.3,455,14.3703412335
855,fda,1,firefox,888,958.8,575,4.033053028
856,fda,1,firefox,776,1312.5,480,8.661425493
857,fda,1,firefox,1541,1139.2,1042,12.546292295
858,fda,1,firefox,760,718,459,8.8008263975
859,fda,1,firefox,790,822.1,492,7.142145521
860,fda,1,firefox,808,1479.6,501,5.4619294285
861,ft,1,chrome,2478,1356.4,1356.4,19.0174547415
862,ft,1,chrome,2467,1268.4,1268.4,7.82420702
863,ft,1,chrome,2245,1292.3,1292.3,11.4662332535
864,ft,1,chrome,2505,1253.8,1253.8,9.2016386035
865,ft,1,chrome,2216,1242.2,1242.2,12.4801203755
866,ft,1,chrome,2381,1312.5,1312.5,14.160754206
867,ft,1,chrome,2277,1280,1280,16.0643836465
868,ft,1,chrome,2517,1333.9,1333.9,14.9953883305
869,ft,1,chrome,2233,1261.8,1261.8,11.3635643415
870,ft,1,chrome,2491,1278.1,1278.1,15.29321163
871,ft,1,firefox,2696,1070.6,1623,13.8927373365
872,ft,1,firefox,2579,794.3,1460,19.8062702695
873,ft,1,firefox,3604,1333.9,2732,10.792247694
874,ft,1,firefox,2695,1258.5,1885,15.165773419
875,ft,1,firefox,3755,2711.9,2820,16.769319557
876,ft,1,firefox,3682,661.4,2593,14.815879751
877,ft,1,firefox,3756,2552.2,2854,20.292670405
878,ft,1,firefox,2634,581.6,1787,22.0993368735
879,ft,1,firefox,2578,2337.4,1695,30.1304299595
880,ft,1,firefox,3668,905.3,2745,16.288568218
881,statcounter,1,chrome,1248,672.2,672.2,5.626047122
882,statcounter,1,chrome,1255,627.3,627.3,6.0246060865
883,statcounter,1,chrome,2149,585.6,585.6,3.3627117455
884,statcounter,1,chrome,1282,682.2,682.2,5.8055877065
885,statcounter,1,chrome,1745,1176.7,1176.7,6.807110959
886,statcounter,1,chrome,1246,576.8,576.8,3.1776767755
887,statcounter,1,chrome,1311,602.8,602.8,4.9602633235
888,statcounter,1,chrome,2337,605.5,605.5,5.7383792255
889,statcounter,1,chrome,1229,546.8,546.8,5.193669126
890,statcounter,1,chrome,1237,570,570,4.545402338
891,statcounter,1,firefox,1958,1834.2,354,10.536682098
892,statcounter,1,firefox,1345,1337.9,354,13.6444113295
893,statcounter,1,firefox,1414,379,353,12.035928959
894,statcounter,1,firefox,1339,1011.8,338,8.2758075575
895,statcounter,1,firefox,1317,1179.4,335,11.939867422
896,statcounter,1,firefox,1345,1786.3,383,6.0938408505
897,statcounter,1,firefox,1373,3448.2,341,12.5980646125
898,statcounter,1,firefox,1334,728.5,342,10.80195678
899,statcounter,1,firefox,1421,612.2,382,14.957700703
900,statcounter,1,firefox,1399,1108.1,454,16.8497345945
901,python,0,chrome,1287,1840.3,1840.3,6.930082257
902,python,0,chrome,1258,1592.3,1592.3,3.9144049605
903,python,0,chrome,1276,1618.9,1618.9,7.52572685
904,python,0,chrome,1268,1599.6,1599.6,5.4022810305
905,python,0,chrome,1128,1733.4,1733.4,1.5412468495
906,python,0,chrome,1261,1822.6,1822.6,4.1089530805
907,python,0,chrome,1113,1720.1,1720.1,3.712642877
908,python,0,chrome,1182,1786.3,1786.3,4.671202259
909,python,0,chrome,1260,1593.9,1593.9,4.1223468125
910,python,0,chrome,1167,1570.4,1570.4,5.6276453535
911,python,0,firefox,975,672.2,749,5.985965
912,python,0,firefox,987,2547.4,732,15.5837672645
913,python,0,firefox,923,825,688,13.7048461535
914,python,0,firefox,931,637.4,706,8.2847051185
915,python,0,firefox,999,1312.5,765,13.206158109
916,python,0,firefox,995,1132.3,762,8.659478783
917,python,0,firefox,919,1132.3,693,7.0629007565
918,python,0,firefox,974,1261.8,737,8.195777092
919,python,0,firefox,972,385.7,744,8.986111592
920,python,0,firefox,937,546.8,716,6.2192129225
921,bootstrap,0,chrome,980,1394.1,1394.1,3.424969911
922,bootstrap,0,chrome,855,1288.7,1288.7,2.111311728
923,bootstrap,0,chrome,685,1224,1224,5.5493856095
924,bootstrap,0,chrome,717,1280.6,1280.6,2.314085454
925,bootstrap,0,chrome,812,1226.7,1226.7,3.5972585755
926,bootstrap,0,chrome,1058,1587,1587,2.9861449935
927,bootstrap,0,chrome,631,1119.5,1119.5,4.0450444995
928,bootstrap,0,chrome,758,1196.1,1196.1,1.9408767065
929,bootstrap,0,chrome,779,1288,1288,4.275663474
930,bootstrap,0,chrome,673,1118,1118,7.502644851
931,bootstrap,0,firefox,488,1050.8,476,12.985341861
932,bootstrap,0,firefox,451,876.3,444,7.2139253405
933,bootstrap,0,firefox,506,379,493,6.467395754
934,bootstrap,0,firefox,529,1384.3,515,6.5468687415
935,bootstrap,0,firefox,544,1181.3,489,10.0130799515
936,bootstrap,0,firefox,524,736,516,8.012273494
937,bootstrap,0,firefox,464,767,448,6.6123228175
938,bootstrap,0,firefox,450,1732,442,14.0228042485
939,bootstrap,0,firefox,538,1266.4,532,10.065512654
940,bootstrap,0,firefox,561,602.9,547,2.150927292
941,stackexhange,1,chrome,783,1158.6,1158.6,7.2548131525
942,stackexhange,1,chrome,768,1136.3,1136.3,5.8332954845
943,stackexhange,1,chrome,848,1225.2,1225.2,7.5990449615
944,stackexhange,1,chrome,829,1231.9,1231.9,5.4954931155
945,stackexhange,1,chrome,755,1123.5,1123.5,4.2562019395
946,stackexhange,1,chrome,782,1168.5,1168.5,4.4870729205
947,stackexhange,1,chrome,811,1185.7,1185.7,6.8935769365
948,stackexhange,1,chrome,2333,2693.4,2693.4,7.803339688
949,stackexhange,1,chrome,749,1119.2,1119.2,10.710795507
950,stackexhange,1,chrome,812,1190.9,1190.9,5.2702192215
951,stackexhange,1,firefox,762,379.6,419,12.1118629
952,stackexhange,1,firefox,779,2084.7,675,9.7477524045
953,stackexhange,1,firefox,842,766.3,668,14.614579773
954,stackexhange,1,firefox,812,822.2,678,14.438132488
955,stackexhange,1,firefox,815,1242.2,467,10.585524232
956,stackexhange,1,firefox,839,3324.4,661,15.7747805555
957,stackexhange,1,firefox,1725,1532.8,722,6.560096082
958,stackexhange,1,firefox,755,624.3,604,8.3210246845
959,stackexhange,1,firefox,835,1215.8,680,10.8916441705
