site,crit,browser,lt,fp,fcp,e
960,stackexhange,1,firefox,758,1609.4,410,16.7897076825
961,ftc,0,chrome,1734,1437.1,1437.1,6.073863212
962,ftc,0,chrome,1595,1375.7,1375.7,4.867461878
963,ftc,0,chrome,1641,1408.9,1408.9,12.979233706
964,ftc,0,chrome,2011,1714.3,1714.3,5.511120119
965,ftc,0,chrome,1618,1389.6,1389.6,11.4402116075
966,ftc,0,chrome,1724,1454.3,1454.3,6.043973464
967,ftc,0,chrome,1702,1411.4,1411.4,6.783769551
968,ftc,0,chrome,1861,1500.2,1500.2,10.310262472
969,ftc,0,chrome,3100,2209,2209,8.4629008795
970,ftc,0,chrome,1878,1525.5,1525.5,7.9392148705
971,ftc,0,firefox,1939,379,1038,9.9422526135
972,ftc,0,firefox,1993,1163,1097,9.756870591
973,ftc,0,firefox,1924,1292.3,1025,11.129365292
974,ftc,0,firefox,1965,1425.6,1057,12.2835172825
975,ftc,0,firefox,1887,1291.1,984,11.6725297705
976,ftc,0,firefox,1912,1039.8,1028,13.569411979
977,ftc,0,firefox,1939,825,991,10.8762063435
978,ftc,0,firefox,2045,1191.8,1125,18.1819408395
979,ftc,0,firefox,1939,559.7,1007,11.1593414475
980,ftc,0,firefox,1996,743.2,1069,15.5809835845
981,aparat,0,chrome,1325,1584.7,1584.7,8.3265402045
982,aparat,0,chrome,1320,1571.9,1571.9,8.8964989635
983,aparat,0,chrome,1389,1645.1,1645.1,9.1318177595
984,aparat,0,chrome,1500,1762.4,1762.4,6.3402780135
985,aparat,0,chrome,1278,1531.8,1531.8,8.532730774
986,aparat,0,chrome,1306,1557.4,1557.4,15.201538548
987,aparat,0,chrome,1266,1512,1512,6.889178373
988,aparat,0,chrome,1367,1609.4,1609.4,6.2376451175
989,aparat,0,chrome,1285,1557.4,1557.4,9.72104412
990,aparat,0,chrome,1265,1513.8,1513.8,9.7218041805
991,aparat,0,firefox,1390,2483.4,1219,7.3641713645
992,aparat,0,firefox,2284,794.3,1921,10.7473399145
993,aparat,0,firefox,1262,1504.1,1191,11.1149652385
994,aparat,0,firefox,1298,1291.1,1168,13.382593122
995,aparat,0,firefox,2122,1295,1870,19.0292658385
996,aparat,0,firefox,1225,1226.7,1158,11.827147174
997,aparat,0,firefox,1265,1411.4,1194,15.762061168
998,aparat,0,firefox,1257,644.8,1113,17.936144357
999,aparat,0,firefox,1340,385.7,1201,18.7466875865
1000,aparat,0,firefox,1270,1266.4,1118,13.4801180415
1001,adobe,1,chrome,3860,2052.8,2052.8,13.417577269
1002,adobe,1,chrome,3985,2016.9,2016.9,10.71735561
1003,adobe,1,chrome,3799,2168.7,2168.7,16.0790186515
1004,adobe,1,chrome,4240,2084.7,2084.7,13.9968413965
1005,adobe,1,chrome,3794,2050,2050,10.722719084
1006,adobe,1,chrome,4120,2063.6,2063.6,7.377913656
1007,adobe,1,chrome,4229,2120.9,2120.9,9.463163012
1008,adobe,1,chrome,4931,3074.8,3074.8,18.6708563565
1009,adobe,1,chrome,5443,2783.2,2783.2,7.783393766
1010,adobe,1,chrome,4070,2128.7,2128.7,15.642298296
1011,adobe,1,firefox,3220,1487.1,2045,15.049072383
1012,adobe,1,firefox,3454,782.6,2444,17.171653315
1013,adobe,1,firefox,3400,570.9,2439,20.430766628
1014,adobe,1,firefox,3501,1282.4,2430,15.026069793
1015,adobe,1,firefox,3485,2050,2495,13.5086857675
1016,adobe,1,firefox,3470,1007.8,2542,17.9000050175
1017,adobe,1,firefox,5493,1526.9,3711,14.283704668
1018,adobe,1,firefox,3387,360.9,2475,14.8450587975
1019,adobe,1,firefox,3436,2487.1,2381,22.8527716985
1020,adobe,1,firefox,3443,822.1,2454,18.6694900825
1021,ed,1,chrome,667,894.2,894.2,5.769361816
1022,ed,1,chrome,727,980.3,980.3,2.8233868245
1023,ed,1,chrome,704,869.3,869.3,4.2711512075
1024,ed,1,chrome,612,862.2,862.2,5.541914623
1025,ed,1,chrome,1382,1614.9,1614.9,5.916305888
1026,ed,1,chrome,652,800.4,800.4,2.956924439
1027,ed,1,chrome,647,921.1,921.1,6.348446545
1028,ed,1,chrome,727,975,975,4.3137708435
1029,ed,1,chrome,634,892,892,3.079547059
1030,ed,1,chrome,611,771,771,5.2339370975
1031,ed,1,firefox,624,400.1,624,14.7868850685
1032,ed,1,firefox,718,601.5,574,13.2839649435
1033,ed,1,firefox,660,772.5,504,8.347577332
1034,ed,1,firefox,600,419.3,592,7.118078436
1035,ed,1,firefox,561,931,545,7.400714826
1036,ed,1,firefox,582,1003.5,571,7.823826041
1037,ed,1,firefox,696,1229.3,550,11.7807938275
1038,ed,1,firefox,592,933.6,436,6.905938795
1039,ed,1,firefox,675,1187.9,507,12.508981836
1040,ed,1,firefox,606,1215.8,589,8.2290216885
1041,adobe,0,chrome,4160,2521.5,2521.5,10.0190370355
1042,adobe,0,chrome,3842,2466,2466,13.2085150765
1043,adobe,0,chrome,4353,2536.2,2536.2,5.193563867
1044,adobe,0,chrome,4542,2483.4,2483.4,9.62323817
1045,adobe,0,chrome,4169,2552.2,2552.2,11.0049993945
1046,adobe,0,chrome,4237,2497.4,2497.4,11.7585548315
1047,adobe,0,chrome,4867,3997.4,3997.4,7.964157579
1048,adobe,0,chrome,4411,2444.5,2444.5,8.7117364275
1049,adobe,0,chrome,4320,2541.4,2541.4,4.85014514
1050,adobe,0,chrome,3946,2378.5,2378.5,9.729111669
1051,adobe,0,firefox,3441,415.3,3226,14.929349191
1052,adobe,0,firefox,4245,1836.8,4028,17.0595794955
1053,adobe,0,firefox,3472,817.5,2923,15.176814553
1054,adobe,0,firefox,4366,1056.6,4174,21.6230175545
1055,adobe,0,firefox,4231,805.3,4030,15.340083866
1056,adobe,0,firefox,3478,1083.2,3294,13.08634977
1057,adobe,0,firefox,4237,1386.1,3696,11.340261538
1058,adobe,0,firefox,3851,1144.3,3209,14.5816320995
1059,adobe,0,firefox,3955,698.8,3785,8.0408809945
1060,adobe,0,firefox,3457,892,3253,12.8779178025
1061,npr,1,chrome,1880,375.3,2392.4,17.0768546925
1062,npr,1,chrome,1905,392,2030.7,24.6254923585
1063,npr,1,chrome,1861,360.8,2341.6,15.3816145285
1064,npr,1,chrome,1890,374.3,2363.6,20.888327464
1065,npr,1,chrome,1857,361.6,2369.6,26.590418019
1066,npr,1,chrome,1951,384.7,2083.7,23.7680222315
1067,npr,1,chrome,1861,350.9,2379,22.1394530615
1068,npr,1,chrome,1880,315,2000.1,19.238203378
1069,npr,1,chrome,1860,329.5,2329.2,23.2186037315
1070,npr,1,chrome,1867,330.2,2370.5,26.3150185455
1071,npr,1,firefox,2781,1055.7,2531,33.336139614
1072,npr,1,firefox,3405,1291.1,3150,29.8768008895
1073,npr,1,firefox,2675,1122.5,2424,10.452439525
1074,npr,1,firefox,2701,779.2,2445,35.441105413
1075,npr,1,firefox,3324,596,3070,26.4137148075
1076,npr,1,firefox,3454,1233.5,3189,23.03621506
1077,npr,1,firefox,3276,938.2,3039,29.7135017575
1078,npr,1,firefox,2666,905.3,2430,38.288721848
1079,npr,1,firefox,3398,2783.2,2794,24.4586892695
1080,npr,1,firefox,2682,1132.3,2459,39.556900394
1081,github,0,chrome,1900,1504.1,1504.1,43.4493616645
1082,github,0,chrome,1955,1836.8,1836.8,40.270518275
1083,github,0,chrome,1737,1736.7,1736.7,37.8871105335
1084,github,0,chrome,1919,1800.5,1800.5,45.467216077
1085,github,0,chrome,1925,2125.9,2125.9,27.592112329
1086,github,0,chrome,1914,1781.3,1781.3,43.8645151545
1087,github,0,chrome,1750,1770.1,1770.1,40.577306083
1088,github,0,chrome,2199,2456.9,2456.9,46.9717128215
1089,github,0,chrome,3125,2937.2,2937.2,50.010599805
1090,github,0,chrome,1657,1730.3,1730.3,43.8910955815
1091,github,0,firefox,3484,1066,2119,19.6911219675
1092,github,0,firefox,2474,757.6,1159,49.0483807595
1093,github,0,firefox,2435,941,1130,27.230785078
1094,github,0,firefox,2507,1836.1,2125,28.53310216
1095,github,0,firefox,2462,1272.4,1077,8.6192192125
1096,github,0,firefox,2517,1770.1,1143,33.478838255
1097,github,0,firefox,1791,1185.7,1309,37.433617991
1098,github,0,firefox,2226,1495,1530,24.0192337205
1099,github,0,firefox,1272,1909.6,892,14.490151975
1100,github,0,firefox,2392,1367.7,1071,46.092940849
1101,adsrvr,1,chrome,477,525,525,7.3074788365
1102,adsrvr,1,chrome,506,563.1,563.1,4.1487386855
1103,adsrvr,1,chrome,471,505.7,505.7,3.5077956345
1104,adsrvr,1,chrome,479,454.2,454.2,2.369091414
1105,adsrvr,1,chrome,634,717,717,5.2107679465
1106,adsrvr,1,chrome,475,509.4,509.4,1.102899492
1107,adsrvr,1,chrome,467,485.5,485.5,3.330984104
1108,adsrvr,1,chrome,474,531.6,531.6,8.1548951555
1109,adsrvr,1,chrome,475,491.8,491.8,2.2249913055
1110,adsrvr,1,chrome,471,498.1,498.1,4.6969402745
1111,adsrvr,1,firefox,413,360.8,203,6.767776227
1112,adsrvr,1,firefox,355,374.3,175,11.348745958
1113,adsrvr,1,firefox,367,1033.9,191,6.2135145315
1114,adsrvr,1,firefox,401,509.4,230,8.979070053
1115,adsrvr,1,firefox,322,1272.4,179,13.414278086
1116,adsrvr,1,firefox,459,916.8,274,6.050367261
1117,adsrvr,1,firefox,583,1874.6,327,14.2353480145
1118,adsrvr,1,firefox,636,1495,384,5.219251253
1119,adsrvr,1,firefox,320,1730.3,170,5.674701655
1120,adsrvr,1,firefox,345,640.8,152,10.37714614
1121,cnblogs,0,chrome,1105,1188.7,1188.7,6.1377420035
1122,cnblogs,0,chrome,1052,1138.5,1138.5,6.4994154355
1123,cnblogs,0,chrome,980,1071.7,1071.7,4.563161925
1124,cnblogs,0,chrome,1048,1032.5,1032.5,5.559509891
1125,cnblogs,0,chrome,911,901,901,8.6708876665
1126,cnblogs,0,chrome,938,1010.4,1010.4,7.03151005
1127,cnblogs,0,chrome,1053,1135.1,1135.1,1.729423473
1128,cnblogs,0,chrome,1800,1911.7,1911.7,6.4295755965
1129,cnblogs,0,chrome,971,955.7,955.7,7.7207126035
1130,cnblogs,0,chrome,939,1023.1,1023.1,6.6302161695
1131,cnblogs,0,firefox,1083,1051.8,889,10.281712913
1132,cnblogs,0,firefox,908,631.2,894,11.76187669
1133,cnblogs,0,firefox,1097,687,917,10.6763368375
1134,cnblogs,0,firefox,789,618.8,600,11.431686136
1135,cnblogs,0,firefox,871,1213.1,714,10.818230956
1136,cnblogs,0,firefox,856,1315.8,694,10.3679688265
1137,cnblogs,0,firefox,1121,3448.2,938,13.623297751
1138,cnblogs,0,firefox,1826,1495,1431,11.9583520555
1139,cnblogs,0,firefox,807,1215.8,620,9.539335608
1140,cnblogs,0,firefox,891,1702.8,724,12.8616793225
1141,loc,1,chrome,4269,1081.7,1081.7,15.8223339135
1142,loc,1,chrome,4369,1166.7,1166.7,9.4764967
1143,loc,1,chrome,4362,1187.5,1187.5,4.3942937155
1144,loc,1,chrome,4338,1157.9,1157.9,7.7825065105
1145,loc,1,chrome,4359,1284.2,1284.2,9.7836371455
1146,loc,1,chrome,4318,1164.9,1164.9,8.1040984705
1147,loc,1,chrome,4323,1111.6,1111.6,12.0348472735
1148,loc,1,chrome,4241,1015.1,1015.1,1.6978869705
1149,loc,1,chrome,4290,1118.9,1118.9,6.93844758
1150,loc,1,chrome,4276,1123.8,1123.8,7.937317853
1151,loc,1,firefox,4327,1423.4,864,19.7644289465
1152,loc,1,firefox,2833,570.9,904,8.7936174005
1153,loc,1,firefox,4373,876.3,899,16.333522432
1154,loc,1,firefox,4281,640.4,726,7.5347942505
1155,loc,1,firefox,4429,1790.8,983,9.1228797155
1156,loc,1,firefox,4378,1007.8,872,12.559602379
1157,loc,1,firefox,3978,1354.4,1765,15.560392084
1158,loc,1,firefox,5380,623.3,1781,9.057764139
1159,loc,1,firefox,4383,369.3,863,22.0204083505
1160,loc,1,firefox,4963,2783.2,1530,18.4129274345
1161,moodle,1,chrome,1107,1205.5,1205.5,13.1772646195
1162,moodle,1,chrome,1148,1258.5,1258.5,6.392547087
1163,moodle,1,chrome,1150,1187.1,1187.1,7.9743509025
1164,moodle,1,chrome,1107,1181.3,1181.3,8.343782295
1165,moodle,1,chrome,1102,1184.9,1184.9,8.135550081
1166,moodle,1,chrome,1101,1229.3,1229.3,8.366951216
1167,moodle,1,chrome,2416,2487.1,2487.1,7.376766086
1168,moodle,1,chrome,1045,1132.3,1132.3,5.1604896945
1169,moodle,1,chrome,1137,1232.2,1232.2,5.5199698505
1170,moodle,1,chrome,1190,1244.8,1244.8,7.6274594015
1171,moodle,1,firefox,1172,902,1055,10.494931309
1172,moodle,1,firefox,1548,869.3,1444,19.714150659
1173,moodle,1,firefox,1157,1121.8,1018,15.4555109245
1174,moodle,1,firefox,1339,505.7,1185,10.71593942
1175,moodle,1,firefox,1358,1626.9,1239,13.7039149615
1176,moodle,1,firefox,1326,900.3,1184,7.298144586
1177,moodle,1,firefox,2178,1495,1773,12.032036908
1178,moodle,1,firefox,1185,2541.4,1068,19.8157504045
1179,moodle,1,firefox,1311,574.3,1198,13.882716681
1180,moodle,1,firefox,1269,1463.2,1113,15.9496358335
1181,moodle,0,chrome,1867,2014.8,2014.8,8.8896316715
1182,moodle,0,chrome,1919,2062.1,2062.1,5.226340943
1183,moodle,0,chrome,1924,2059.9,2059.9,4.658905704
1184,moodle,0,chrome,1935,2069.2,2069.2,3.1557523965
1185,moodle,0,chrome,1890,2043.3,2043.3,6.982073225
1186,moodle,0,chrome,1842,1995.2,1995.2,10.985719924
1187,moodle,0,chrome,1929,2070.5,2070.5,7.859161986
1188,moodle,0,chrome,1824,2053.8,2053.8,1.0145350115
1189,moodle,0,chrome,2518,2756.1,2756.1,6.900659327
1190,moodle,0,chrome,1743,1909.6,1909.6,2.330229249
1191,moodle,0,firefox,1967,1187.4,1844,8.6289402015
1192,moodle,0,firefox,1857,1033.2,1274,15.23952539
1193,moodle,0,firefox,1912,981.1,1754,10.496348235
1194,moodle,0,firefox,1809,1120.5,1715,8.2205463375
1195,moodle,0,firefox,1853,638,1768,9.2778877215
1196,moodle,0,firefox,1907,1039.8,1775,11.9159301475
1197,moodle,0,firefox,1963,1007.8,1823,16.689873917
1198,moodle,0,firefox,1746,794.8,1634,14.6830217465
1199,moodle,0,firefox,1885,385.7,1720,9.1511013695
1200,moodle,0,firefox,1834,1390.2,1694,8.151965073
1201,lencr,0,chrome,517,863.8,863.8,5.3338031375
1202,lencr,0,chrome,372,708.7,708.7,2.656698794
1203,lencr,0,chrome,368,713.2,713.2,2.1890932765
1204,lencr,0,chrome,398,728.5,728.5,5.13711984
1205,lencr,0,chrome,805,1191,1191,8.063702876
1206,lencr,0,chrome,971,1397.4,1397.4,2.6795675875
1207,lencr,0,chrome,356,674.8,674.8,4.3374095875
1208,lencr,0,chrome,382,736,736,2.500547092
1209,lencr,0,chrome,380,729.9,729.9,4.0419977705
1210,lencr,0,chrome,386,734.8,734.8,0.5896739585
1211,lencr,0,firefox,344,2490.8,339,9.962300202
1212,lencr,0,firefox,403,1268.4,351,11.183042926
1213,lencr,0,firefox,299,763.6,287,8.596838986
1214,lencr,0,firefox,311,940.9,266,6.2242914775
1215,lencr,0,firefox,286,862.2,293,8.6439933275
1216,lencr,0,firefox,300,623.3,243,4.2358331165
1217,lencr,0,firefox,304,1123.5,260,8.5438165835
1218,lencr,0,firefox,311,1506.4,301,6.2183487415
1219,lencr,0,firefox,320,1132.3,263,4.5508344705
1220,lencr,0,firefox,327,2197.6,267,12.317498038
1221,apple,1,chrome,1430,983.5,1134.8,14.877551046
1222,apple,1,chrome,1499,924.2,1073.9,9.6315669105
1223,apple,1,chrome,1439,945.6,1086.1,11.1097121955
1224,apple,1,chrome,1485,779.2,1094.1,13.84126584
1225,apple,1,chrome,1446,1008.2,1129.8,13.1739484835
1226,apple,1,chrome,1481,841.8,1102.9,11.94597479
1227,apple,1,chrome,2428,1687.1,1708.3,7.5432669035
1228,apple,1,chrome,3079,1923.7,1973.4,12.093198923
1229,apple,1,chrome,2423,1744.8,1770.1,13.479234086
1230,apple,1,chrome,1405,1051.3,1184.8,11.5160824365
1231,apple,1,firefox,1616,1333.9,1085,30.920611677
1232,apple,1,firefox,1649,2280,1102,29.455034146
1233,apple,1,firefox,1360,1790.8,877,30.284085391
1234,apple,1,firefox,1517,1312.5,916,31.7367956185
1235,apple,1,firefox,3441,1915.8,1815,26.914717181
1236,apple,1,firefox,1544,790.2,1304,33.652552192
1237,apple,1,firefox,1595,756.6,1113,30.0577647975
1238,apple,1,firefox,1615,1499,1352,34.401099524
1239,apple,1,firefox,1582,718,1021,33.9991556115
1240,apple,1,firefox,1550,991.5,1005,27.128173534
1241,xnxx,1,chrome,1302,888.9,888.9,18.7804640675
1242,xnxx,1,chrome,1251,847.1,847.1,15.214659451
1243,xnxx,1,chrome,1238,838.6,838.6,17.4240345705
1244,xnxx,1,chrome,1326,931.5,931.5,25.132681084
1245,xnxx,1,chrome,1342,864.6,864.6,25.205144708
1246,xnxx,1,chrome,1337,851.2,851.2,11.0289795475
1247,xnxx,1,chrome,1262,872.4,872.4,18.9283192175
1248,xnxx,1,chrome,2902,1494.9,1494.9,10.7629857995
1249,xnxx,1,chrome,1384,926.4,926.4,20.7982804745
1250,xnxx,1,chrome,1319,928.5,928.5,23.9375159155
1251,xnxx,1,firefox,1130,1082.7,995,87.4433511215
1252,xnxx,1,firefox,1142,757.6,998,86.8644864185
1253,xnxx,1,firefox,1259,4995.5,1080,91.5474936975
1254,xnxx,1,firefox,1097,2084.7,965,87.761455451
1255,xnxx,1,firefox,1150,1193.7,1016,83.3708279215
1256,xnxx,1,firefox,982,1233.5,863,73.5085072985
1257,xnxx,1,firefox,964,728.5,828,66.8343834925
1258,xnxx,1,firefox,1071,1386.1,951,78.168395688
1259,xnxx,1,firefox,1094,736,961,52.372788617
1260,xnxx,1,firefox,1143,1338.4,1005,72.84840759
1261,zerodha,1,chrome,526,603.8,603.8,4.0794421885
1262,zerodha,1,chrome,596,672.9,672.9,4.3470540225
1263,zerodha,1,chrome,525,612.6,612.6,2.363138911
1264,zerodha,1,chrome,548,631.2,631.2,4.815112067
1265,zerodha,1,chrome,528,608.2,608.2,6.360036591
1266,zerodha,1,chrome,980,1049,1049,2.796162907
1267,zerodha,1,chrome,544,623.3,623.3,6.9790972165
1268,zerodha,1,chrome,525,618.8,618.8,2.9169171145
1269,zerodha,1,chrome,544,623.4,623.4,6.6340459105
1270,zerodha,1,chrome,532,618.2,618.2,3.6234402845
1271,zerodha,1,firefox,526,1714.3,419,7.6782835915
1272,zerodha,1,firefox,489,1781.3,402,13.0694848485
1273,zerodha,1,firefox,452,1506.4,390,8.021775377
1274,zerodha,1,firefox,582,0,481,5.543190712
1275,zerodha,1,firefox,435,1144.3,335,6.8365702695
1276,zerodha,1,firefox,515,1220.5,394,10.800913319
1277,zerodha,1,firefox,525,1275.5,417,7.7077527345
1278,zerodha,1,firefox,469,1570.4,397,6.913151573
1279,zerodha,1,firefox,454,975.6,353,13.6530684635
1280,zerodha,1,firefox,429,392.3,332,4.594063862
1281,live,0,chrome,498,1272.2,1272.2,7.567999917
1282,live,0,chrome,529,1310.8,1310.8,7.41069128
1283,live,0,chrome,554,1325.6,1325.6,9.22891607
1284,live,0,chrome,517,1358.2,1358.2,8.2922826655
1285,live,0,chrome,494,1276.9,1276.9,8.1478772905
1286,live,0,chrome,531,1385.7,1385.7,12.189646062
1287,live,0,chrome,515,1374.5,1374.5,10.1985836715
1288,live,0,chrome,485,1264.7,1264.7,7.205498147
1289,live,0,chrome,494,1390.2,1390.2,6.794269023
1290,live,0,chrome,547,1338.4,1338.4,1.458412099
1291,live,0,firefox,433,500.3,423,20.875494732
1292,live,0,firefox,482,2536.2,466,13.8275620765
1293,live,0,firefox,453,419.3,451,11.4499952085
1294,live,0,firefox,369,605,352,18.7132017975
1295,live,0,firefox,485,2084.7,483,9.8406478885
1296,live,0,firefox,431,825,413,9.596661571
1297,live,0,firefox,543,1373.9,525,11.7471819035
1298,live,0,firefox,803,751.4,794,15.8504763335
1299,live,0,firefox,453,674.7,444,20.3928713165
1300,live,0,firefox,442,733.3,438,16.764941496
1301,zerodha,0,chrome,544,638.9,638.9,4.84389051
1302,zerodha,0,chrome,541,650.2,650.2,0
1303,zerodha,0,chrome,579,692.9,692.9,3.7882178035
1304,zerodha,0,chrome,566,669.6,669.6,2.9456542885
1305,zerodha,0,chrome,573,682.7,682.7,2.8244070565
1306,zerodha,0,chrome,583,670.3,670.3,3.830180984
1307,zerodha,0,chrome,519,643.9,643.9,4.143048738
1308,zerodha,0,chrome,1006,1135.1,1135.1,6.007224846
1309,zerodha,0,chrome,620,740.1,740.1,7.4152472685
1310,zerodha,0,chrome,538,643.4,643.4,4.7777310285
1311,zerodha,0,firefox,496,683.1,401,8.7990518775
1312,zerodha,0,firefox,498,400.1,440,6.874149882
1313,zerodha,0,firefox,525,412.9,420,7.4986209385
1314,zerodha,0,firefox,473,1282.4,377,5.448568452
1315,zerodha,0,firefox,485,672.2,391,10.091205793
1316,zerodha,0,firefox,485,672.2,292,12.769738192
1317,zerodha,0,firefox,485,791.1,390,9.289831756
1318,zerodha,0,firefox,870,1687.1,651,7.853399579
1319,zerodha,0,firefox,527,946.4,424,5.1213209865
1320,zerodha,0,firefox,523,694,409,5.6906579605
1321,fda,0,chrome,1067,1055.7,1055.7,4.0679888185
1322,fda,0,chrome,1107,1120.5,1120.5,3.109905744
1323,fda,0,chrome,1341,1337.9,1337.9,7.1785902045
1324,fda,0,chrome,946,1328.8,1328.8,4.4819338915
1325,fda,0,chrome,1254,1283.6,1283.6,5.12796192
1326,fda,0,chrome,1689,1661.3,1661.3,6.164619043
1327,fda,0,chrome,1305,1337.6,1337.6,4.033923413
1328,fda,0,chrome,1273,1317.1,1317.1,3.0684355355
1329,fda,0,chrome,939,1214.2,1214.2,6.1088305765
1330,fda,0,chrome,1255,1285.2,1285.2,6.4326366415
1331,fda,0,firefox,1079,500.3,916,9.3492755245
1332,fda,0,firefox,1046,1306.1,873,14.384361929
1333,fda,0,firefox,1069,570.9,915,11.050744879
1334,fda,0,firefox,1115,1191.8,960,6.8442622835
1335,fda,0,firefox,1181,1135.1,1005,6.69253614
1336,fda,0,firefox,1106,559.5,947,9.6836317035
1337,fda,0,firefox,1034,975.6,871,13.414000991
1338,fda,0,firefox,1020,1232.2,1004,8.392608437
1339,fda,0,firefox,1104,743.2,937,11.416289757
1340,fda,0,firefox,1076,779.7,905,16.447021972
1341,asos,1,chrome,3070,941,941,25.1011583615
1342,asos,1,chrome,3025,884,884,15.812884197
1343,asos,1,chrome,3261,973.5,973.5,19.848064156
1344,asos,1,chrome,3090,995.4,995.4,8.818459372
1345,asos,1,chrome,3148,905.3,905.3,20.582850991
1346,asos,1,chrome,3145,873,873,6.6910738755
1347,asos,1,chrome,3269,949.1,949.1,12.951281837
1348,asos,1,chrome,3056,967.4,967.4,17.783852012
1349,asos,1,chrome,3741,989.6,989.6,17.6188674885
1350,asos,1,chrome,3064,933.6,933.6,17.099202553
1351,asos,1,firefox,3357,1082.7,1170,29.473736514
1352,asos,1,firefox,6810,360.8,1133,19.4009825735
1353,asos,1,firefox,3175,1451.1,1182,35.160981384
1354,asos,1,firefox,4396,1468,1096,21.6538886655
1355,asos,1,firefox,3357,864.6,1285,18.9806848655
1356,asos,1,firefox,3366,766.3,1212,31.053266259
1357,asos,1,firefox,3470,1221.5,1305,39.176838641
1358,asos,1,firefox,6353,1135.1,1659,24.4667731365
1359,asos,1,firefox,3017,0,1233,31.834706663
1360,asos,1,firefox,3375,813.7,1297,20.8936470455
1361,cnblogs,1,chrome,1094,1180.5,1180.5,6.1297503225
1362,cnblogs,1,chrome,1080,1154.7,1154.7,5.6934196915
1363,cnblogs,1,chrome,942,1020.7,1020.7,7.907402654
1364,cnblogs,1,chrome,969,1056.4,1056.4,6.089428927
1365,cnblogs,1,chrome,1101,1181,1181,4.155819355
1366,cnblogs,1,chrome,1077,1064.4,1064.4,6.4973196625
1367,cnblogs,1,chrome,1033,1010.7,1010.7,4.9900210065
1368,cnblogs,1,chrome,1028,1003.6,1003.6,10.3252248715
1369,cnblogs,1,chrome,789,827.4,827.4,7.2628947195
1370,cnblogs,1,chrome,1002,1092.5,1092.5,8.1354769495
1371,cnblogs,1,firefox,891,605,743,11.5165600725
1372,cnblogs,1,firefox,945,581.6,775,11.604914004
1373,cnblogs,1,firefox,986,2050,845,13.0876542665
1374,cnblogs,1,firefox,855,1057.8,684,6.7838407105
1375,cnblogs,1,firefox,1874,2693.4,1363,9.6503266955
1376,cnblogs,1,firefox,1042,422.9,880,5.6783859485
1377,cnblogs,1,firefox,939,694,922,12.925108394
1378,cnblogs,1,firefox,971,933.6,807,8.532342046
1379,cnblogs,1,firefox,816,718,648,10.9827691435
1380,cnblogs,1,firefox,1060,1310.3,915,16.862296484
1381,csdn,1,chrome,1391,772.5,772.5,3.3640561135
1382,csdn,1,chrome,1471,831.8,831.8,6.144737926
1383,csdn,1,chrome,1585,1150.6,1150.6,7.6797673355
1384,csdn,1,chrome,1580,949.7,949.7,5.6705715755
1385,csdn,1,chrome,1391,968.1,968.1,6.4581237865
1386,csdn,1,chrome,2755,1261.5,1261.5,7.718940362
1387,csdn,1,chrome,3024,1526.9,1526.9,8.8761816005
1388,csdn,1,chrome,1371,946.4,946.4,8.847065452
1389,csdn,1,chrome,1348,897.1,897.1,15.8123081105
1390,csdn,1,chrome,1589,813.7,813.7,6.577807729
1391,csdn,1,firefox,927,432.2,763,15.3227141755
1392,csdn,1,firefox,1087,505.7,878,5.584447101
1393,csdn,1,firefox,1081,1722,446,8.109435805
1394,csdn,1,firefox,824,1329.8,681,8.4492123635
1395,csdn,1,firefox,845,1071.7,703,11.2760597255
1396,csdn,1,firefox,856,736.3,715,16.0491870655
1397,csdn,1,firefox,957,1386.1,429,10.9144350255
1398,csdn,1,firefox,871,643.4,347,21.800385504
1399,csdn,1,firefox,856,840.5,733,12.4368410005
1400,csdn,1,firefox,928,1609.4,766,5.624415822
1401,bootstrap,1,chrome,573,930.8,930.8,5.726992696
1402,bootstrap,1,chrome,601,1033.2,1033.2,6.024866193
1403,bootstrap,1,chrome,551,869.2,869.2,5.1125273985
1404,bootstrap,1,chrome,584,900.3,900.3,4.9543582965
1405,bootstrap,1,chrome,659,978.4,978.4,6.937327354
1406,bootstrap,1,chrome,612,981.4,981.4,6.120802074
1407,bootstrap,1,chrome,803,1242.6,1242.6,3.4554913155
1408,bootstrap,1,chrome,1196,1902,1902,1.5042841355
1409,bootstrap,1,chrome,618,932.2,932.2,3.369858167
1410,bootstrap,1,chrome,494,958.2,958.2,7.1024111045
1411,bootstrap,1,firefox,413,1059.2,235,9.515504663
1412,bootstrap,1,firefox,373,2519.8,179,11.1152962015
1413,bootstrap,1,firefox,390,585.6,216,9.027931613
1414,bootstrap,1,firefox,411,1790.8,223,17.936412367
1415,bootstrap,1,firefox,395,2547.4,247,8.4492052225
1416,bootstrap,1,firefox,954,1359.7,520,5.230813143
1417,bootstrap,1,firefox,399,892,272,13.9388254825
1418,bootstrap,1,firefox,391,1187.9,248,4.8715834505
1419,bootstrap,1,firefox,360,1215.8,203,6.721127529
1420,bootstrap,1,firefox,413,2197.6,243,8.50429964
1421,arxiv,1,chrome,360,647.2,647.2,1.1137617065
1422,arxiv,1,chrome,380,687,687,3.4261982705
1423,arxiv,1,chrome,400,710.6,710.6,6.73123961
1424,arxiv,1,chrome,407,705.7,705.7,7.1372231925
1425,arxiv,1,chrome,391,736.3,736.3,3.0432389385
1426,arxiv,1,chrome,389,704.1,704.1,6.738974399
